1169,-34500,-12000
789,-24900,-5800
782,-33000,-12000
910,-31300,-18000
427,-14000,-10000
1200,-37853,-19434.6
626,-25000,-12000
1236,-32500,-18000
850,-32000,-12000
1620,-55300,-12000
1770,-42000,-19000
1659,-33000,-12000
950,-16100,-7000
1179,-27500,-10000
1230,-30300,-12900
1130,-36000,-15800
